ts,container,cpu_perc,mem_used,mem_limit,mem_perc
1783330534,iotprojectmpc-postgres-1,0.00%,60.7MiB,2.355GiB,2.52%
1783330539,iotprojectmpc-n8n-1,3.68%,447.5MiB,2.355GiB,18.56%
1783330539,iotprojectmpc-postgres-1,0.00%,60.7MiB,2.355GiB,2.52%
1783330543,iotprojectmpc-n8n-1,0.78%,449.3MiB,2.355GiB,18.64%
1783330543,iotprojectmpc-postgres-1,1.47%,62.88MiB,2.355GiB,2.61%
1783330548,iotprojectmpc-n8n-1,10.76%,449MiB,2.355GiB,18.62%
1783330548,iotprojectmpc-postgres-1,2.22%,62.65MiB,2.355GiB,2.60%
1783330551,iotprojectmpc-n8n-1,5.64%,448.4MiB,2.355GiB,18.60%
1783330551,iotprojectmpc-postgres-1,0.02%,62.65MiB,2.355GiB,2.60%
1783330556,iotprojectmpc-n8n-1,4.59%,448.3MiB,2.355GiB,18.59%
1783330556,iotprojectmpc-postgres-1,0.00%,60.71MiB,2.355GiB,2.52%
1783330561,iotprojectmpc-n8n-1,2.66%,449.9MiB,2.355GiB,18.66%
1783330561,iotprojectmpc-postgres-1,1.00%,62.51MiB,2.355GiB,2.59%
1783330565,iotprojectmpc-n8n-1,5.58%,449.9MiB,2.355GiB,18.66%
1783330565,iotprojectmpc-postgres-1,0.02%,62.51MiB,2.355GiB,2.59%
1783330569,iotprojectmpc-n8n-1,5.36%,449.9MiB,2.355GiB,18.66%
1783330569,iotprojectmpc-postgres-1,1.50%,62.52MiB,2.355GiB,2.59%
1783330573,iotprojectmpc-n8n-1,4.99%,450.1MiB,2.355GiB,18.67%
1783330573,iotprojectmpc-postgres-1,1.47%,60.72MiB,2.355GiB,2.52%
1783330578,iotprojectmpc-n8n-1,0.33%,450.8MiB,2.355GiB,18.70%
1783330578,iotprojectmpc-postgres-1,0.92%,62.61MiB,2.355GiB,2.60%
1783330582,iotprojectmpc-n8n-1,4.68%,450.8MiB,2.355GiB,18.70%
1783330582,iotprojectmpc-postgres-1,0.00%,62.61MiB,2.355GiB,2.60%
1783330587,iotprojectmpc-n8n-1,4.45%,450.8MiB,2.355GiB,18.70%
1783330587,iotprojectmpc-postgres-1,0.02%,62.61MiB,2.355GiB,2.60%
1783330592,iotprojectmpc-n8n-1,5.50%,451.2MiB,2.355GiB,18.72%
1783330592,iotprojectmpc-postgres-1,0.02%,60.72MiB,2.355GiB,2.52%
1783330596,iotprojectmpc-n8n-1,4.67%,451.3MiB,2.355GiB,18.72%
1783330596,iotprojectmpc-postgres-1,0.00%,60.72MiB,2.355GiB,2.52%
1783330601,iotprojectmpc-n8n-1,4.18%,450.9MiB,2.355GiB,18.70%
1783330601,iotprojectmpc-postgres-1,0.00%,60.72MiB,2.355GiB,2.52%
1783330605,iotprojectmpc-n8n-1,4.61%,451.6MiB,2.355GiB,18.73%
1783330605,iotprojectmpc-postgres-1,0.00%,60.72MiB,2.355GiB,2.52%
1783330610,iotprojectmpc-n8n-1,4.00%,451.1MiB,2.355GiB,18.71%
1783330610,iotprojectmpc-postgres-1,0.00%,60.72MiB,2.355GiB,2.52%
1783330614,iotprojectmpc-n8n-1,3.99%,451.5MiB,2.355GiB,18.73%
1783330614,iotprojectmpc-postgres-1,0.00%,60.72MiB,2.355GiB,2.52%
1783330619,iotprojectmpc-n8n-1,6.45%,451.1MiB,2.355GiB,18.71%
1783330619,iotprojectmpc-postgres-1,2.95%,60.72MiB,2.355GiB,2.52%
1783330623,iotprojectmpc-n8n-1,4.53%,451.1MiB,2.355GiB,18.71%
1783330623,iotprojectmpc-postgres-1,0.00%,60.71MiB,2.355GiB,2.52%
1783330627,iotprojectmpc-n8n-1,4.57%,451MiB,2.355GiB,18.71%
1783330627,iotprojectmpc-postgres-1,0.00%,60.71MiB,2.355GiB,2.52%
1783330632,iotprojectmpc-n8n-1,3.80%,451.4MiB,2.355GiB,18.72%
1783330632,iotprojectmpc-postgres-1,0.00%,60.71MiB,2.355GiB,2.52%
1783330636,iotprojectmpc-n8n-1,4.49%,451.2MiB,2.355GiB,18.72%
1783330636,iotprojectmpc-postgres-1,0.00%,60.72MiB,2.355GiB,2.52%
1783330640,iotprojectmpc-n8n-1,4.05%,451.5MiB,2.355GiB,18.72%
1783330640,iotprojectmpc-postgres-1,0.00%,60.72MiB,2.355GiB,2.52%
1783330643,iotprojectmpc-n8n-1,4.04%,451.1MiB,2.355GiB,18.71%
1783330643,iotprojectmpc-postgres-1,0.02%,60.72MiB,2.355GiB,2.52%
1783330648,iotprojectmpc-n8n-1,3.35%,451.2MiB,2.355GiB,18.71%
1783330648,iotprojectmpc-postgres-1,0.00%,60.72MiB,2.355GiB,2.52%
1783330653,iotprojectmpc-n8n-1,4.12%,451.5MiB,2.355GiB,18.73%
1783330653,iotprojectmpc-postgres-1,1.89%,61.2MiB,2.355GiB,2.54%
1783330657,iotprojectmpc-n8n-1,4.15%,453.5MiB,2.355GiB,18.81%
1783330657,iotprojectmpc-postgres-1,0.00%,60.71MiB,2.355GiB,2.52%
1783330662,iotprojectmpc-n8n-1,5.72%,453.4MiB,2.355GiB,18.81%
1783330662,iotprojectmpc-postgres-1,0.00%,60.72MiB,2.355GiB,2.52%
1783330666,iotprojectmpc-n8n-1,4.02%,453.3MiB,2.355GiB,18.80%
1783330666,iotprojectmpc-postgres-1,0.00%,60.72MiB,2.355GiB,2.52%
1783330671,iotprojectmpc-n8n-1,6.32%,453.5MiB,2.355GiB,18.81%
1783330671,iotprojectmpc-postgres-1,0.00%,60.72MiB,2.355GiB,2.52%
1783330675,iotprojectmpc-n8n-1,6.63%,453.6MiB,2.355GiB,18.81%
1783330675,iotprojectmpc-postgres-1,1.77%,60.72MiB,2.355GiB,2.52%
1783330679,iotprojectmpc-n8n-1,5.85%,453.2MiB,2.355GiB,18.80%
1783330679,iotprojectmpc-postgres-1,0.00%,60.71MiB,2.355GiB,2.52%
1783330684,iotprojectmpc-n8n-1,5.12%,453.5MiB,2.355GiB,18.81%
1783330684,iotprojectmpc-postgres-1,0.04%,60.71MiB,2.355GiB,2.52%
1783330688,iotprojectmpc-n8n-1,6.66%,453.5MiB,2.355GiB,18.81%
1783330688,iotprojectmpc-postgres-1,1.30%,60.72MiB,2.355GiB,2.52%
1783330693,iotprojectmpc-n8n-1,5.56%,453.8MiB,2.355GiB,18.82%
1783330693,iotprojectmpc-postgres-1,0.00%,60.71MiB,2.355GiB,2.52%
1783330698,iotprojectmpc-n8n-1,4.09%,453.5MiB,2.355GiB,18.81%
1783330698,iotprojectmpc-postgres-1,0.00%,60.72MiB,2.355GiB,2.52%
1783330702,iotprojectmpc-n8n-1,4.22%,453.4MiB,2.355GiB,18.81%
1783330702,iotprojectmpc-postgres-1,0.00%,60.72MiB,2.355GiB,2.52%
1783330707,iotprojectmpc-n8n-1,4.72%,453.4MiB,2.355GiB,18.81%
1783330707,iotprojectmpc-postgres-1,0.01%,60.72MiB,2.355GiB,2.52%
1783330711,iotprojectmpc-n8n-1,4.24%,453.2MiB,2.355GiB,18.80%
1783330711,iotprojectmpc-postgres-1,0.00%,60.72MiB,2.355GiB,2.52%
1783330716,iotprojectmpc-n8n-1,3.77%,453.2MiB,2.355GiB,18.80%
1783330716,iotprojectmpc-postgres-1,0.01%,60.72MiB,2.355GiB,2.52%
1783330720,iotprojectmpc-n8n-1,5.69%,453.5MiB,2.355GiB,18.81%
1783330720,iotprojectmpc-postgres-1,0.00%,60.72MiB,2.355GiB,2.52%
1783330725,iotprojectmpc-n8n-1,7.38%,453.5MiB,2.355GiB,18.81%
1783330725,iotprojectmpc-postgres-1,2.50%,60.72MiB,2.355GiB,2.52%
1783330728,iotprojectmpc-n8n-1,6.19%,453.5MiB,2.355GiB,18.81%
1783330728,iotprojectmpc-postgres-1,2.63%,60.72MiB,2.355GiB,2.52%
1783330733,iotprojectmpc-n8n-1,5.85%,453.5MiB,2.355GiB,18.81%
1783330733,iotprojectmpc-postgres-1,0.00%,60.71MiB,2.355GiB,2.52%
1783330737,iotprojectmpc-n8n-1,4.39%,453.5MiB,2.355GiB,18.81%
1783330737,iotprojectmpc-postgres-1,0.00%,60.72MiB,2.355GiB,2.52%
1783330741,iotprojectmpc-n8n-1,4.07%,453.5MiB,2.355GiB,18.81%
1783330741,iotprojectmpc-postgres-1,0.00%,60.72MiB,2.355GiB,2.52%
1783330746,iotprojectmpc-n8n-1,3.60%,453.5MiB,2.355GiB,18.81%
1783330746,iotprojectmpc-postgres-1,0.01%,60.72MiB,2.355GiB,2.52%
1783330750,iotprojectmpc-n8n-1,4.08%,453.7MiB,2.355GiB,18.82%
1783330750,iotprojectmpc-postgres-1,1.44%,60.72MiB,2.355GiB,2.52%
1783330755,iotprojectmpc-n8n-1,4.22%,454MiB,2.355GiB,18.83%
1783330755,iotprojectmpc-postgres-1,1.50%,60.72MiB,2.355GiB,2.52%
1783330760,iotprojectmpc-n8n-1,4.57%,453.4MiB,2.355GiB,18.80%
1783330760,iotprojectmpc-postgres-1,0.00%,60.72MiB,2.355GiB,2.52%
1783330764,iotprojectmpc-n8n-1,4.78%,453.5MiB,2.355GiB,18.81%
1783330764,iotprojectmpc-postgres-1,0.01%,60.71MiB,2.355GiB,2.52%
1783330769,iotprojectmpc-n8n-1,4.65%,453.3MiB,2.355GiB,18.80%
1783330769,iotprojectmpc-postgres-1,0.00%,60.72MiB,2.355GiB,2.52%
1783330773,iotprojectmpc-n8n-1,3.97%,452.1MiB,2.355GiB,18.75%
1783330773,iotprojectmpc-postgres-1,0.00%,60.72MiB,2.355GiB,2.52%
1783330778,iotprojectmpc-n8n-1,4.59%,452.4MiB,2.355GiB,18.76%
1783330778,iotprojectmpc-postgres-1,0.04%,60.71MiB,2.355GiB,2.52%
1783330783,iotprojectmpc-n8n-1,4.73%,452.1MiB,2.355GiB,18.75%
1783330783,iotprojectmpc-postgres-1,0.00%,60.72MiB,2.355GiB,2.52%
1783330786,iotprojectmpc-n8n-1,4.71%,452MiB,2.355GiB,18.75%
1783330786,iotprojectmpc-postgres-1,0.00%,60.72MiB,2.355GiB,2.52%
1783330791,iotprojectmpc-n8n-1,4.23%,452MiB,2.355GiB,18.75%
1783330791,iotprojectmpc-postgres-1,3.59%,60.72MiB,2.355GiB,2.52%
1783330795,iotprojectmpc-n8n-1,3.83%,451.9MiB,2.355GiB,18.74%
1783330795,iotprojectmpc-postgres-1,1.42%,60.72MiB,2.355GiB,2.52%
1783330799,iotprojectmpc-n8n-1,4.44%,451.9MiB,2.355GiB,18.74%
1783330799,iotprojectmpc-postgres-1,0.03%,60.72MiB,2.355GiB,2.52%
1783330802,iotprojectmpc-n8n-1,4.97%,451.8MiB,2.355GiB,18.74%
1783330802,iotprojectmpc-postgres-1,0.02%,60.72MiB,2.355GiB,2.52%
1783330806,iotprojectmpc-n8n-1,5.24%,452.3MiB,2.355GiB,18.76%
1783330806,iotprojectmpc-postgres-1,1.50%,60.72MiB,2.355GiB,2.52%
1783330811,iotprojectmpc-n8n-1,3.92%,452MiB,2.355GiB,18.75%
1783330811,iotprojectmpc-postgres-1,0.00%,60.72MiB,2.355GiB,2.52%
1783330815,iotprojectmpc-n8n-1,3.36%,452MiB,2.355GiB,18.75%
1783330815,iotprojectmpc-postgres-1,0.00%,60.71MiB,2.355GiB,2.52%
1783330820,iotprojectmpc-n8n-1,4.10%,452.1MiB,2.355GiB,18.75%
1783330820,iotprojectmpc-postgres-1,0.00%,60.72MiB,2.355GiB,2.52%
1783330824,iotprojectmpc-n8n-1,4.30%,452MiB,2.355GiB,18.75%
1783330824,iotprojectmpc-postgres-1,0.00%,60.71MiB,2.355GiB,2.52%
1783330829,iotprojectmpc-n8n-1,29.52%,452.6MiB,2.355GiB,18.77%
1783330829,iotprojectmpc-postgres-1,0.02%,60.71MiB,2.355GiB,2.52%
1783330832,iotprojectmpc-n8n-1,5.63%,452.4MiB,2.355GiB,18.76%
1783330832,iotprojectmpc-postgres-1,0.00%,60.71MiB,2.355GiB,2.52%
1783330837,iotprojectmpc-n8n-1,4.23%,453.4MiB,2.355GiB,18.81%
1783330837,iotprojectmpc-postgres-1,0.00%,60.72MiB,2.355GiB,2.52%
1783330842,iotprojectmpc-n8n-1,3.80%,454.8MiB,2.355GiB,18.86%
1783330842,iotprojectmpc-postgres-1,0.00%,60.72MiB,2.355GiB,2.52%
1783330846,iotprojectmpc-n8n-1,4.93%,454MiB,2.355GiB,18.83%
1783330846,iotprojectmpc-postgres-1,0.00%,60.72MiB,2.355GiB,2.52%
1783330851,iotprojectmpc-n8n-1,3.61%,453.8MiB,2.355GiB,18.82%
1783330851,iotprojectmpc-postgres-1,2.22%,60.72MiB,2.355GiB,2.52%
1783330854,iotprojectmpc-n8n-1,3.92%,454MiB,2.355GiB,18.83%
1783330854,iotprojectmpc-postgres-1,0.00%,60.72MiB,2.355GiB,2.52%
1783330859,iotprojectmpc-n8n-1,4.66%,454MiB,2.355GiB,18.83%
1783330859,iotprojectmpc-postgres-1,0.00%,60.72MiB,2.355GiB,2.52%
1783330864,iotprojectmpc-n8n-1,6.07%,454.2MiB,2.355GiB,18.84%
1783330864,iotprojectmpc-postgres-1,0.00%,60.74MiB,2.355GiB,2.52%
1783330868,iotprojectmpc-n8n-1,4.25%,454MiB,2.355GiB,18.83%
1783330868,iotprojectmpc-postgres-1,0.00%,60.72MiB,2.355GiB,2.52%
1783330873,iotprojectmpc-n8n-1,4.26%,454.1MiB,2.355GiB,18.83%
1783330873,iotprojectmpc-postgres-1,0.00%,60.72MiB,2.355GiB,2.52%
1783330877,iotprojectmpc-n8n-1,4.44%,454.3MiB,2.355GiB,18.84%
1783330877,iotprojectmpc-postgres-1,0.00%,60.72MiB,2.355GiB,2.52%
